texto,label,emocion
también siento que me ha ayudado a convertirme en un individuo inteligente.,1,alegria
quiero hacer esas cosas cuando todavía soy joven y me siento un poco sin miedo,1,alegria
estaba realmente feliz de escuchar esto porque id estado sintiéndose agotado anormalmente últimamente así que espero que esto ayudará,0,tristeza
"soy lo suficientemente mayor como para que la graduación y yk se sientan como ayer, me encuentro un poco aturdido por esto.",5,sorpresa
creo que todavía me siento adormecida,0,tristeza
todavía me siento agradecido y en ese sentido pensé que celebraría el blog compartiendo algunos momentos experiencias de este otoño por las que estoy agradecido.,1,alegria
creo que tal vez la persona da una falsa esperanza sólo porque no quiere mostrar sus sentimientos sólo porque tiene miedo de las reacciones de la chica.,4,miedo
"siento que debería estar más agradecido, pero estoy luchando",1,alegria
solo siento este fuerte deseo de saber más acerca de mi nombre sake las banderas,1,alegria
ya tengo mis árboles de navidad arriba tengo dos y me siento festivo que estoy seguro me está estimulando a empezar en este libro,1,alegria
"realmente siento que si eres lo suficientemente apasionado por algo y te mantienes fiel a ti mismo, tendrás éxito.",1,alegria
im sensación suavemente vacilante acerca de la publicación de estas fotos porque esta vez la carrera abofeteó no copie en cada imagen,4,miedo
me siento como que podría haber conseguido todo aprensivo sin ninguna razón en absoluto,4,miedo
me siento simpatizante con los israelíes,2,amor
estoy poniendo en mi palma y soplando en ella con la esperanza de que llegue a los oídos del universo y su sensación un poco generoso el día que llega a ellos,1,alegria
creo que me sentía vulnerable debido al estrés de tener que comprar una nueva máquina de coser e impresora,4,miedo
posé en formas vintage lindas todo el tiempo sintiéndome absolutamente fabulosa,1,alegria
me siento un poco asustado de que usted está tocando mi coche mientras estoy lejos en repetidas ocasiones le pido que deje de poner cosas en él,4,miedo
me siento como si casi uh miedo de todo por así decirlo,4,miedo
creo que la mayoría de las adolescentes se sienten como cuando están influenciados por la multitud popular y solo quieren encajar.,1,alegria
me siento un lil abrumado de nuevo,5,sorpresa
"me siento tan satisfecho, tan satisfecho",1,alegria
siempre quiero a nemo a mi lado y dormir sin ella ahora se siente raro a pesar de que no sucede a menudo que llegue a,5,sorpresa
me siento decepcionado porque pasé tiempo en él y hacer algo diferente para crear una composición interesante,0,tristeza
mal ver ya sea la primera versión o si me siento aventurero mal ver la fantasía versión cumplida de la misma un,1,alegria
soy capaz de reemplazar el miedo a la gente con amor por ellos me siento mucho más seguro feliz me atrevo a decir invencible,1,alegria
i like the domestic scene salty sweet combos repasa el olor de los bebés romero la sensación de haber ejercitado la mano aplaudiendo rimas libros perdidos tazas de té y ropa que ha sido lavada seca doblada y guardada,0,tristeza
siempre me siento incómodo cuando estoy solo en una multitud de compañeros y siento la necesidad de hacer amigos.,0,tristeza
me sentiré fantásticamente renovada y rejuvenecida como si acabara de despertar de una siesta de una hora de descanso.,1,alegria
salgo del estudio sintiéndome agotado empapado de sudor y con una sorprendente claridad de enfoque y tranquilo por dentro.,0,tristeza
estoy en una reunión de aa hoy y realmente comencé a sentirme tan aislado de todos en la sala.,0,tristeza
me sentía impaciente y tomaba pastillas.,3,enojo
sonrío y me siento muy feliz al mismo tiempo que me siento nervioso y mi corazón late más rápido que el tornillo de usain,1,alegria
enfermo creo que pensé que era sólo que hay tanto lío sobre una base diaria que su empezando a sentirse menos como un poco de desorden encantador y más como un episodio de acaparadores,1,alegria
acabo de leer esto en yahoo y pensé que verrrrrryyyy interesante n n n rojo puede ser el color del amor por una razón que hace que los hombres se sientan más amorosos ntoward,2,amor
siento que no puedo soportarlo más le dije a mi novio y él está furioso,3,enojo
leí que los hombres preferirían sentirse poco amados que inadecuados o irrespetuosos.,0,tristeza
tuve que cambiar después de varios meses debido al hecho de que no sentí que mi hija estaba siendo ayudada o mi hija me convenció de lo podridos que estaban los terapeutas.,1,alegria
en el ejército,3,enojo
me siento tan dañado que no puedo hablar,0,tristeza
estoy pasando por algunas sensaciones hoy y tengo que admitir que son bastante desagradables,0,tristeza
le había prometido que compraría su cupcake bt im sintiéndome tímido para enfrentarla.,4,miedo
siento que un post podría estar dedicado a lidiar con las emociones causadas por situaciones vs.,2,amor
me siento extraña,4,miedo
estoy gritando a mis hijos en la caída de un sombrero sin ninguna razón no poseen energía para hacer nada sólo sentirse irritable y triste por todo,3,enojo
me hubiera gustado ir pero no me iría sin razón porque eso me sentiría muy incómodo.,4,miedo
me siento demasiado enérgico y algunos días simplemente siento lo contrario.,1,alegria
"terminé la bicicleta no solo sintiéndome fuerte, sino que tuve un éxito completo por ahí, me di cuenta de lo que quería hacer y mi división de la bicicleta estaba en el extremo más rápido de lo que pensé que podía hacer.",1,alegria
me siento im parecer un grupo de caza cojo inocente vieja hiena sucia así que no tienen ninguna esperanza y maneras de estar libre de muertos,1,alegria
"estaba volviendo al sofá era duro, pero me sentía bien al respecto",1,alegria
yo también me siento confundida,4,miedo
me siento tan increíblemente bendecido de que mis hijos hayan podido participar en ella.,1,alegria
"im asumir la inquisición er no significa subespacio, sino más bien un estado de sentirse muy sumiso",0,tristeza
empiezo a recordar lo desesperadamente que me sentí cuando traté de quedar embarazada después de sentirme impresionado por comenzar a tener una familia y pronto me doy cuenta de que no es tan fácil como crees quedar embarazada.,5,sorpresa
"siempre me siento intimidado por otras personas, especialmente cuando siempre me comparan con otras personas desde que era joven.",4,miedo
todavía me sentía angustiado por la falta de progreso en el frente del bebé también.,4,miedo
me siento enojado asqueado,3,enojo
me siento más relajado ahora que voy a recibir una buena atención y que tengo que aceptar los consejos que me dan a menos que me siento muy fuertemente de lo contrario,1,alegria
i bag qaf look who s cryin now jacynthe lookin buen feelin magnífica rupaul las pieles tijera hermanas valentine el sol harto kayle que s su papá gerling despierta la cruel u,1,alegria
ive se reservó el derecho a sentirse obstinado e impotente al respecto,3,enojo
"por suerte, no creo que nadie que conozco estuviera allí en ese momento, pero no puedo evitar sentirme un poco sacudido.",4,miedo
"no podía soportar más, solo quería encerrarme en mi habitación y no lidiar con todo y luego, de otras maneras, puedo sentirme más apasionada por tomar fotos.",2,amor
"tenía un delicioso pastel de manzana, así que no hace falta decir que me sentía bastante aturdido",0,tristeza
me he sentido muy vacío y adormecido los últimos meses,0,tristeza
soy conocido por dejar ir las cosas cuando no me siento bien,1,alegria
tengo la sensación de que mi madre no estará tan interesada en esa idea.,1,alegria
me siento vigorizado cuando algo se refresca,1,alegria
anhelo cuando me siento vulnerable,4,miedo
me quedé un poco estupefacta mirando a mi alrededor sintiendo la cultura sorprendida,5,sorpresa
"no lo arrojaría al océano, pero no siento que me hubiera perdido algo en mi carrera si no ganara un oscar.",0,tristeza
supongo que un par de días sin sentirse tan caliente es mejor que la tos ferina.,2,amor
me siento menos estresado conduciendo una ruta difícil que siendo el pasajero.,0,tristeza
reformé el entrenamiento ligeramente porque mi brazo izquierdo se sentía sensible,2,amor
me siento muy aliviado estoy tan feliz y rápidamente terminé un pequeño fob de tijera,1,alegria
me siento extraño fuera de clase y no voy a recurrir a esto de nuevo,4,miedo
"estoy sintiendo la necesidad del anhelo por las flores, los pájaros y el calor del sol.",2,amor
"soy un introvertido, por lo que quiero decir que me siento reenergizado estando solo y preferiblemente en un lugar tranquilo, así que los momentos en la galera de la tripulación cuando hay mucha gente en un lugar relativamente pequeño hablando a la vez pueden dejarme sintiéndome agotado y necesitado de una habitación oscura con nada más que ruidos de ballenas.",0,tristeza
"creo que un activo que te hace destacar de otras bandas es que tu musicalidad, especialmente en el último disco, alcanza el siguiente nivel y siento que esta es la razón por la que eres aceptado en tantos géneros, especialmente en la escena hardcore.",2,amor
realmente podría conectarme y disfrutar en lugar de retirarme y sentir resentimiento.,3,enojo
incluso elegí hermosos snaps de aspecto perlado y es suave y cómodo se siente como cuidar de mí mismo,2,amor
todavía me siento bastante contento amp feliz lah,1,alegria
"me siento reacio a comentar porque no quiero agregar a un montón, pero me parece claro que los involucrados no han aprendido de sus experiencias pasadas ni están interesados en aplicar ese aprendizaje a proyectos futuros.",4,miedo
"me siento más productivo cuando siento que estoy construyendo algo, incluso si es algo que nadie quiere o va a usar o leer.",1,alegria
he estado constantemente en pánico y haciendo un gran alboroto sobre mis resultados de aprendizaje y examen a menudo sintiendo rencor por haber perdido una marca o dos en la parte superior de la clase.,3,enojo
admito que hay una especie de sensación mexigoth o vibra a la que me gusta,2,amor
espero que tengas esa sensación de mariposas de nuevo un día porque fue realmente fantástico,1,alegria
me siento fenomenal y estoy empezando a poner peso en,1,alegria
yo era y me siento honrado de disparar para nueva colección de ffayths,1,alegria
siento que mi deseo de aprender o explorar la verdad como dicen en la espiritualidad me lleva a fuentes útiles.,1,alegria
sentí que tenía que sentirme más agradecido por la gente,1,alegria
"me había sentido un poco enfermo, pero solo pensé que era nervios o sensación de ansiedad",4,miedo
me pregunto si estoy solo en el hecho de que soy capaz de identificar mis comportamientos destructivos pero me siento condenado a repetirlos.,0,tristeza
estoy nervioso y ansioso por todas las cosas que tengo que hacer hoy.,4,miedo
supongo que todas las parejas casadas tienen días de vez en cuando cuando cuando una pareja siente que es domésticamente violenta hacia la otra.,3,enojo
nunca estoy feliz por las cosas que tengo me siento tan ingrato por eso,0,tristeza
me siento humillado y estúpido que no me di cuenta de que todas estas cosas sólo te empujaban más lejos de mí,0,tristeza
siento que estoy siendo castigado gt gt gt gt gt algo que podrías haber evitado siendo honesto.,0,tristeza
tengo un poco de ejercicio y siento que estoy haciendo algo que vale la pena mientras tanto,1,alegria
"me siento apoyado por él, también no puedo ayudar, pero me siento celoso",2,amor
trato de no hablar con nadie cuando me siento así de irritable.,3,enojo
me siento inseguro y triste porque no sé qué hacer con mi libro.,4,miedo
me siento un poco frenético hoy con todo lo que necesito hacer,4,miedo
cuando fui atacado por un adolescente y me robaron la billetera,4,miedo
vi caer la nieve y acumularse en los árboles de coníferas mientras estaba paleando en las mangas de mi camisa y sintiéndome vigorosa.,1,alegria
"sé que no habría resuelto nada, pero estoy seguro de que me habría hecho sentir momentáneamente menos agitado.",3,enojo
"tengo una sensación de que mica no es tan elegante, pero estoy dispuesto a que se demuestre que está mal y creo que jan podría sacar algo fabuloso de la bolsa.",1,alegria
me siento tan inseguro todo lo que hice fue llorar por teléfono diciendo que no puedo terminar la lectura,4,miedo
estaba empezando a sentir resentimiento hacia ah kiat con respecto a su enfoque obsesivo y anal hacia la casa y olvidando que solo me ha tratado con mucho cuidado y atención amorosa hasta ahora desde que hemos estado juntos.,3,enojo
"recuerdo lo que se siente desde la perspectiva de un fan porque viví en chicago durante toda la era de los toros de chicago de michael jordan y todavía tengo buenos recuerdos de esos días, pero hoy pertenece a las celtas y les doy una propina.",2,amor
cuando mi abuela murió después de una larga enfermedad,0,tristeza
siempre me siento devastado cuando se muestra cerca porque se siente como algo más que el final de una producción.,0,tristeza
"siento que me gustó, pero al mismo tiempo me siento decepcionada",2,amor
asumo la ofensa que más me asusta cuando me siento más vulnerable en las relaciones cercanas con los demás y atraigo esa ofensa y toda mi espantosa vulnerabilidad hacia el amor de dios en el propiciatorio que me llena por completo.,4,miedo
todavía me siento valiente cuando entro en la terminal perfumada de perfume saudita en los embotamientos desde donde saldrá mi vuelo en una hora.,1,alegria
"perdono a stanley, él no es tan rápido para perdonar también y me acusa de cometer un error tonto y hacer que se sienta mal recibido en nuestra casa.",0,tristeza
me lancé a él después de sentirme genuinamente satisfecho por él.,1,alegria
me siento aún más fuerte ahora que esto puede ser una herramienta valiosa en el aula,1,alegria
"no sé si no he probado un nuevo personaje, pero el universo se siente mucho más animado de lo que era cuando empecé, así que espero que eso también sea cierto para los nuevos personajes.",1,alegria
siento que cada vez que uno de mis mensajes recibe masivamente downvoted pagetitle rugmi imágenes populares de la ahora,1,alegria
"supongo que siendo el buen amigo que es, no puede y no me permitirá seguir con la vida sintiéndome tan angustiado y confundido.",4,miedo
siento que todavía tengo información valiosa desde esa perspectiva.,1,alegria
simplemente no puedo hacer una conversación adecuada y me siento molesto por las cosas pequeñas,3,enojo
tengo ganas de escribir sobre o apoyar su producto en el mercado de payperpost,2,amor
me fui con una gran sensación de ánimo y rico por haber caminado junto a los africanos,1,alegria
"en cambio, necesito concentrarme en sentir esa sensación extática de hacer llamadas telefónicas sin estar apegado a los resultados y creo que el dinero para mover vendrá sin preguntarme exactamente cómo, dónde o cuándo.",1,alegria
me pregunto por qué la generación de hip hop de los afroamericanos siente que la palabra nigga está bien.,1,alegria
me avergenzo de mis días improductivos,0,tristeza
creo que disfrutaron del evento porque los hizo sentir bienvenidos.,1,alegria
paso tiempo saliendo o tratando de salir solo para terminar sintiéndome confundido,4,miedo
acumulo la culpa y me siento inútil y avergonzada debido a mi falta de productividad.,0,tristeza
"me dejé pensar en mi comportamiento hacia usted cuando éramos niños, siento una extraña mezcla de culpa y admiración por su capacidad de recuperación.",4,miedo
creo que una receta es sólo un tema que un cocinero inteligente puede jugar cada vez con una variación.,1,alegria
me siento bienvenido y amado,1,alegria
siento una necesidad violenta de vomitar y de volver a salir de la habitación.,3,enojo
siento que debo mencionar que había otra dulce familia con nosotros,1,alegria
"no soy lo suficientemente apreciativa no me amo ni me preocupo lo suficiente y no me siento contenta con lo que tengo ahora, nunca seré feliz.",1,alegria
siento que si no se rompió por qué arreglarlo,0,tristeza
"me siento como empezar con mi nombre es susanna, pero no quiero ser tan aburrido",0,tristeza
estoy sintiendo melancolía lo abrazaré y escucharé un poco de pop melancólico lento.,0,tristeza
me siento como si hubiera sido asaltado por un erizo de titanio,4,miedo
"todavía me siento melancólico a veces, pero eso también puede ser ahuyentado si solo mantengo mi mente ocupada.",0,tristeza
"pensé que tal vez puedo superar esto, pero hoy y ya estoy llorando y sintiéndome increíblemente deprimido.",0,tristeza
me encanta la lectura me siento positivamente rico cuando la casa está llena de nuevos libros de aprendizaje cosas nuevas y como el dolor es implacable no puedo realmente el ritmo de mí mismo me paso mis días alfabetizando de trabajo en trabajo dependiendo de lo estúpido me siento como siendo,1,alegria
empiezo a sentirme ansioso de nuevo,4,miedo
me siento reacio a aplicar allí porque quiero ser capaz de encontrar una empresa en la que conozco al menos una persona,4,miedo
podría pasar horas en un set y sentirme increíble,5,sorpresa
estoy seguro de que los chicos del paquete se sienten bastante generosos en esta época del año.,2,amor
siento que soy muy apasionada de youtube y me gusta explicar por qué creo que youtube es la mejor opción para el entretenimiento,1,alegria
"me siento tan enfurecido que quiero darle un puñetazo, pero no lo hago porque él es sólo años de edad",3,enojo
me siento tan bendecida solo por ser su madre,1,alegria
siento pero la noche es algo absolutamente encantador para mí,1,alegria
me siento desesperada y aburrida,0,tristeza
me siento terco y fuerte y listo para luchar contra esta enfermedad,3,enojo
me siento tan poco importante que probablemente soy,0,tristeza
me siento muy honrado de tener a este maravilloso hombre como mi esposo.,1,alegria
me siento tan honrado que se me ha permitido escribir mi historia y,1,alegria
iv trabajado muy duro todo el año para tratar de hacer que cada niño en la clase se sienta valorado,1,alegria
la última vez que hablé con ella y ahora me siento todo hinchable de nuevo voy a dormir bien esta noche methinks,1,alegria
me siento bien leyendo el resto,1,alegria
realmente me siento bien,1,alegria
nunca me siento mal gastando dinero en otras personas solo cuando lo gasto en mí mismo.,0,tristeza
no me gusta estar en casa se siente tan desagradable de hecho lo desprecio,0,tristeza
me siento ofendido y triste porque no conocen su ignorancia.,3,enojo
"digo que solo lo conocía y no quiero que parezca que estoy personalmente devastado por eso, estoy seguro de que aquellos que estaban cerca de él se sienten devastados y no quiero apropiarme de eso o faltarle el respeto a ese dolor.",0,tristeza
ya no me siento mal conmigo mismo,3,enojo
me siento enrojecida mi hombría ha sido insultada y exige satisfacción,3,enojo
me siento profundamente insultado por este anime lo tontos que creemos que somos.,3,enojo
me encanta la vida me siento optimista y afortunado,1,alegria
me siento paranoico cuando uso maquillaje,4,miedo
me siento increíblemente bendecido por la vida que me han dado y la gente que dios ha puesto en ella.,1,alegria
siento que mi capacidad de amar a los demás para mostrar amor para ser amado y compartirlo ha crecido dramáticamente.,2,amor
me siento esperanzado y muy agradecido por la familia de apoyo que me ha ayudado con esta transición.,1,alegria
"no sabía que ella era de los condenados y que había tenido siglos para perfeccionar las mismas palabras que esgrimió contra mí con su filo de navaja en retrospectiva, no puedo evitar sentirme resignado al destino que inevitablemente siguió porque estaba indefenso para resistirla.",0,tristeza
im honesto im sorprendido a mí mismo por sentirse tan emocional acerca de todo lo que ha adoptado una burla bastante juvenil contra heaney como un año aburrido en la escuela,0,tristeza
creo que es el único sitio que realmente me ha hecho sonreír y sentirme seguro de que hay personas moralmente buenas y amables en este mundo.,1,alegria
estoy tan cabreado ahora lol gritando silenciosamente bebé dormir a mi lado bueno eso es eso y tody es otro día y me siento como ser mezquino,3,enojo
estoy muy fascinado por ella y no me siento tan tenso por los muchos desafíos que la vida tiene debido a ella.,4,miedo
siento que no he sido tan compasivo con él como debería serlo,2,amor
lo que hago es enviar esa energía pesada a ella como ofrenda y mantengo la pieza en el suelo hasta que sienta que esa energía se ha drenado hacia la tierra.,0,tristeza
me siento tonto admitiendo lo duro que me golpeó,0,tristeza
me sentía rebelde por lo que nos estaba pasando como familia.,3,enojo
"sé también que muchos otros, especialmente los padres, se sienten conmocionados y traicionados por lo que se ha revelado.",5,sorpresa
entiendo por qué está preocupada porque he sido bastante honesta acerca de sentirme una mierda por todo eso.,0,tristeza
puedo sentirlo inteligente de ellos y,1,alegria
me siento aquí vacío un enlace de recuento de mensajes de clase href http mooshilu,0,tristeza
"discutí anteriormente en mi última publicación de blog cómo las audiencias aprensivas se han vuelto hacia los baños, se sienten automáticamente nerviosas, lo que se ha convertido en un tropo fantástico para la ficción de terror.",4,miedo
"me desperté esta mañana sintiéndome más como yo, así que después de días de pereza estaba ansioso por prepararme y dirigirme a altitudes más altas.",1,alegria
no sentía que hubiera nada especial en ello.,1,alegria
me siento descorazonado porque confío en la gente para tratar de llegar a conocerme para no ver a través de mí y creo que soy aburrido o cualquier cosa,0,tristeza
me siento un poco perdido hoy,0,tristeza
supongo que mucha de ella es bastante alta a pesar de que puedo sentir su hipo e im adivinar el movimiento de la mano y el brazo bajo,0,tristeza
"me siento enojada, creo que me estropeo sobre alborotar el aire e inflar mi posición y exagerar el problema.",3,enojo
id han pasado más tiempo con ella en la lectura me siento un poco culpable por eso,0,tristeza
me siento humillado ya que un chico tiene que llevarme a través de él gt lt se pone enfermo ive evitó el baile a través de todos los folkeskole y no voy al azar que,0,tristeza
recuerdo cuando empecé a sentir nostalgia,0,tristeza
odio sentirme vacío y adormecido,0,tristeza
"siento lealtad sentimental tanto como la próxima chica promedio que conoces, soy tan propensa al apego irracional como cualquier chica blanca súper afortunada, súper próspera y bien educada en la mitad exacta de su vida.",0,tristeza
"quiero que mis hijos aprendan de mí, es que siento profundamente que todos estamos llamados a algo y que algo es tu precioso regalo para ser amado y apreciado.",1,alegria
"sé que contribuiste a mi éxito, pero hoy me siento lo suficientemente mezquino como para ignorar esas contribuciones.",3,enojo
en casa puedo sentir cómo el frío se ha filtrado en mis brazos y piernas,3,enojo
me encantan los comentarios así que siéntete libre,1,alegria
comprendí en algún lugar de mi corazón su sentimiento de desprecio y abandono de toda esperanza de volver a confiar en mí.,1,alegria
"me siento rechazado por todos los hombres que me gusta me di por vencido en preguntar por qué y qué hice, así que huyeron",0,tristeza
"ya me siento emocional antes de tener la oportunidad de decir nada en absoluto, ella se vuelve hacia mí y dice que te amo.",0,tristeza
"empecé a sentirme un poco alarmado, pero no tenía miedo por alguna razón.",4,miedo
me siento particularmente mal por mis capacidades de aprendizaje de idiomas esta semana.,0,tristeza
me gusta ver a la gente hacer cosas horribles para que pueda estar indignado con ellos y sentirse superior.,1,alegria
estoy empezando a aprender que sentirse incómodo no es algo tan malo y sentirse incómodo no es algún tipo de desorden social.,0,tristeza
estoy abajo libras sentir fantástico y se sorprendieron de haber descubierto lo que había estado pasando este año pasado,1,alegria
de repente me siento como una especie de virgen inocente,1,alegria
salí de la casa sintiéndome feliz de estar en casa de nuevo,1,alegria
no puedo decirte la alegría que estaba sintiendo mientras sostenía a mi hijo ahora tranquilo,1,alegria
yo iba a hacer lo mismo con ellos yo tendría esta conciencia culpable y me sentiría como una perra sin corazón,3,enojo
"lo siento por los empleados, pero si esta es la forma en que applebees ceo se comporta mejor si la cadena se muere de hambre por el cuidado de los consumidores",0,tristeza
me niego a sentirme culpable,0,tristeza
siento que esta es solo otra estratagema inteligente jugada por ashraf para intentar evitar una paliza a manos de los fanáticos paquistaníes.,1,alegria
le dije a dh que me estaba sintiendo internamente inestable,4,miedo
todavía me siento mal de mierda tómalo como una señal de que necesito finalizar las cosas aquí para el niño,0,tristeza
ya no me siento deprimido y no estoy loco o heve t todavía un href http www,0,tristeza
personalmente siento que están condenados a terminar en último lugar en la central sin este engranaje clave para cualquier equipo de campeonato.,0,tristeza
me da vergenza que estés perfectamente bien concediendo,0,tristeza
me sentí un poco avergonzado a la defensiva y excluido.,0,tristeza
trato de ser consciente de dónde estoy en la habitación y me comunico con el ministro de antemano sobre lo que se sentiría más de apoyo para ella,2,amor
"ni siquiera estoy tratando de planear ser perfecto esa semana no sucederá, así que necesito hacer un plan para al menos superarlo sin sentirme privado o enojado conmigo mismo.",0,tristeza
hoy me siento tan feliz,1,alegria
me sentía gruñón y el viejo ha mencionado que la terapia de venta al por menor es genial,3,enojo
me gustaría poder cancelar la boda solo para poder sentirme despreocupada de nuevo,1,alegria
he cambiado de canciones como que uno estaba empezando a hacerme sentir un poco de melancolía y que la mierda necesita que,0,tristeza
"siento que no es la distancia lo que separa a los amantes lo que termina una relación, es la impaciencia de los humanos de sentir el toque de su amado o escuchar a un amante susurrar su nombre.",2,amor
simplemente no me siento tenso en absoluto,4,miedo
me siento enojada por esto y confundida sobre cómo podría volver a casarse ya y especialmente con el propio hermano de mi padre.,3,enojo
me siento popular especial e importante,1,alegria
"creo que finalmente puedo articularlo, el prius está en su propio brillante feliz al gore vistiendo patagonia de manera algo insidiosa, ya que hace que la conducción se sienta como un acto virtuoso.",1,alegria
no iba a publicar nada sobre su muerte porque me hizo sentir loco y de mierda,3,enojo
me siento engañado jugado y ahora aliviado,1,alegria
yo también me siento desagradecido,0,tristeza
"le he dicho muchas veces, así como le he dado regalos que dicen exactamente cómo me siento acerca de mi preciosa chica",1,alegria
me siento sucio incluso admitiendo que ive lo vio mucho menos propio en dvd,0,tristeza
sugiero que antes de comenzar te tomes un tiempo para reflexionar sobre tus relaciones y entender qué te hace sentir específicamente valorado y amado y qué te hace sentir inseguro e innecesario.,1,alegria
me siento un poco estresado con todo,0,tristeza
me siento privilegiado de pertenecer a ti,1,alegria
subo sintiéndome más que un poco aprensiva,4,miedo
estoy diseñando juegos que realmente me hace sentir emocionado,1,alegria
"no puedo decirte lo horrible que ese comentario me hizo sentir que no me apoyaba, es condescendiente.",2,amor
tengo tanto miedo que soy bipolar porque se siente demasiado como ser como los niños que odiaba en th grado los niños que casi me llevaron al suicidio por primera vez en mi vida.,0,tristeza
me estaba sintiendo tan podrido por eso,0,tristeza
me siento extremadamente insultado,3,enojo
me siento tan vigorizado y listo para lo que viene y muy emocionado de compartir toda esa información con todos ustedes.,1,alegria
me siento tanooooooooo jodido en este momento,3,enojo
me siento tan jodida en estos días,3,enojo
estoy sintiendo divertido un href http,5,sorpresa
"me siento bien, lo cual es lo suficientemente bueno en una noche de domingo",1,alegria
estoy tratando de concentrarme en no sentir lástima por mí mismo y no estar molesto por la pérdida de una posesión material.,0,tristeza
me siento como estoy en una etapa muy extraña de mi vida en este momento como estoy entrando en mi th año,4,miedo
"todavía me siento decepcionado, sin embargo",0,tristeza
me siento y estoy dispuesto a venir a china y la experiencia de la vida en un nuevo país,1,alegria
"me doy cuenta de que me preocupo por él, aparto esa sensación y reemplace el pensamiento con algo positivo o me recuerdo a mí mismo que está fuera de mi control.",1,alegria
me pongo realmente sudoroso durante estos episodios y mi estómago se sentirá muy divertido como si estuviera cayendo libremente,5,sorpresa
"por lo general, me siento agravado con la actitud poco profesional del resto del elenco.",3,enojo
"solo estoy pensando en estas letras, así que disculpas si estoy un poco equivocado, pero se siente un poco falso",0,tristeza
nunca he conocido un amor como el amor que siento por ti dulce emma y benjamin,2,amor
me siento agitado de nuevo el estado de ánimo habitual de la noche que se está convirtiendo en la norma,4,miedo
me siento totalmente ignorada y excluida,0,tristeza
me deshice de la sensación de que habíamos creado algunos recuerdos maravillosos,1,alegria
"no puedo ayudar, pero me siento sospechoso de todo",4,miedo
"recibo muchos elogios, me siento orgulloso a veces",1,alegria
tengo ganas de revisar si son juegos populares o los juegos que han caído bajo el radar y han pasado desapercibidos.,1,alegria
"me siento estresado o fuera de control, recupero el control al descomponer mis factores estresantes particulares en segmentos de minutos para dedicar atención y luego ir a él.",0,tristeza
me encanta sentirme productivo y hacer que las cosas se limpien y se solucionen,1,alegria
me siento un poco perra esta noche así que voy a ser,3,enojo
i feel is strange rel marcador noviembre a href http eagleandhammer,5,sorpresa
me siento castigado por mis padres,0,tristeza
"hago todo lo posible para ser estoico, trato de evitar sentir cualquier emoción al ser despreocupado y lejos de ser serio.",1,alegria
continuaré sintiéndome disgustada cada vez que accidentalmente me miro en el espejo o veo los resultados de una imagen improvisada.,3,enojo
"trato de pasar el rato con los dos, entonces me siento como esta tercera rueda incómoda",0,tristeza
tengo la sensación de que después de hoy y ayer ive ganado de nuevo cada libra ive perdido,0,tristeza
"recuerdo sentirme más divertido que sentir que estaba en peligro real, sin embargo, debo haber estado experimentando un poco de shock.",1,alegria
"tengo depresión y las cosas comenzaron a mejorar, pero hoy me sentí tan mal que sabes que se sienten en el pozo de tu corazón que tu fracaso no vale la pena.",0,tristeza
"miré a mi esposo y aunque lo amo con todo el amor en mi corazón, los sentimientos que sentía por él hoy cuando estaba allí tan vulnerable se hicieron tan profundos y fuertes y no me di cuenta de que podría amarlo más.",4,miedo
no dejé que la natación me dejara sintiéndome derrotado,0,tristeza
siento que es incómodo porque es demasiado alto cuatro pasos para un,0,tristeza
no pude evitar sentirme un poco escéptica y aprensiva cuando me di cuenta de la difícil tarea que funes estaba asumiendo esa noche.,4,miedo
quiero una relación donde los socios se empoderen mutuamente sin sentirse agobiados por sus historias y excentricidades.,0,tristeza
"me siento tan honrado de que pudiéramos ser parte de esa recaudación de fondos que lo hicieron muy bien, me dijeron y esperamos regresar en otro momento.",1,alegria
redacté este post hace al menos un mes y ahora me siento bastante inseguro al respecto.,4,miedo
espero que les guste este nuevo borrador mejor esta vez para que no termine sintiéndome tan devastada como lo hice la última vez que entregué un borrador.,0,tristeza
siento que estaba amargada con las personas que estaban en la clase alta solo porque estaban en la clase alta.,3,enojo
"no siento la necesidad de ser sincero, está completamente escrito sobre mí.",1,alegria
he estado despertando y pensando automáticamente en portugu s también últimamente y se siente fantástico,1,alegria
he estudiado lógica y ética y sé con certeza que la motivación de sentirse superior no es una excusa para señalar con el dedo juicio y su eventual consecuencia odio y en este caso homofobia.,1,alegria
"no me siento rechazado o abandonado, lo que dice mucho de la expansión de mi autoestima.",0,tristeza
"todavía me siento molesto, sin embargo",3,enojo
"puedo ver lo superficial de muchas vidas y si trato de dar amor o atención a esa persona, entonces puedo ver la distancia y la confusión me parece que la gente deja de confiar en los demás y se siente insultada o maltratada por la afición.",3,enojo
"siento que la ira hacia alguien que no se preocupa por que alguien más sea egoísta crea una impresión negativa de que alguien más no se da cuenta de que la persona que está a su lado no le dice hola a alguien, debe reconocer dónde está mi buen corazón.",2,amor
"quiero sentirme bien, pero durante esa corta semana no tienes oportunidad.",1,alegria
yo también me sentía súper perezosa,1,alegria
me siento tan dudoso hoy,4,miedo
todavía sentía que no era aceptado y no tenía a nadie más a quien ir.,1,alegria
respondo porque me hacen sentir bonita,1,alegria
"no podía saber lo que estaba sintiendo, entonces pensé que deseaba haber estado allí con nosotros también, porque cada uno de nosotros sabía que por mucho que lo odiáramos al principio, era una experiencia que recordaríamos para siempre.",0,tristeza
